Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,Passed
female,group D,some college,standard,completed,sometimes,yes,2.0,5 - 10,74,91,90,85.0,1
male,group D,high school,free/reduced,none,sometimes,yes,1.0,< 5,72,76,69,72.33333333333333,1
female,group B,some college,free/reduced,none,sometimes,yes,0.0,5 - 10,62,74,69,68.33333333333333,1
female,group E,some college,standard,none,never,yes,2.0,> 10,72,73,68,71.0,1
male,group D,high school,free/reduced,none,regularly,yes,1.0,5 - 10,58,52,57,55.666666666666664,1
male,,bachelor's degree,standard,completed,sometimes,yes,,5 - 10,73,63,66,67.33333333333333,1
female,group D,high school,standard,none,never,yes,,5 - 10,71,80,76,75.66666666666667,1
female,group B,high school,standard,none,never,no,1.0,5 - 10,52,65,52,56.333333333333336,1
female,group B,associate's degree,standard,none,sometimes,no,1.0,5 - 10,61,76,78,71.66666666666667,1
female,group B,high school,standard,completed,regularly,no,4.0,5 - 10,52,63,64,59.666666666666664,1
male,group C,associate's degree,standard,none,sometimes,no,2.0,> 10,76,68,62,68.66666666666667,1
female,group A,some college,free/reduced,none,regularly,no,2.0,< 5,65,79,78,74.0,1
female,group C,bachelor's degree,free/reduced,none,sometimes,yes,3.0,5 - 10,39,49,49,45.666666666666664,0
male,group A,bachelor's degree,standard,none,regularly,no,3.0,> 10,75,67,70,70.66666666666667,1
female,group D,some college,standard,none,regularly,yes,2.0,5 - 10,59,64,67,63.333333333333336,1
male,group C,some high school,standard,,never,no,2.0,5 - 10,48,55,51,51.333333333333336,1
male,group C,associate's degree,free/reduced,completed,sometimes,yes,0.0,> 10,81,74,69,74.66666666666667,1
female,group C,high school,standard,completed,sometimes,yes,1.0,< 5,69,70,74,71.0,1
female,group E,associate's degree,standard,none,never,yes,3.0,5 - 10,64,55,54,57.666666666666664,1
female,group D,some high school,standard,none,regularly,yes,1.0,> 10,53,61,61,58.333333333333336,1
male,group A,some college,standard,none,sometimes,yes,6.0,> 10,75,70,65,70.0,1
male,group A,bachelor's degree,standard,completed,regularly,yes,,< 5,73,80,81,78.0,1
male,group C,associate's degree,standard,none,regularly,yes,1.0,< 5,51,40,44,45.0,0
female,group B,master's degree,standard,none,sometimes,yes,2.0,5 - 10,68,67,71,68.66666666666667,1
male,group D,high school,free/reduced,none,sometimes,yes,6.0,> 10,48,39,35,40.666666666666664,0
female,group C,some high school,free/reduced,none,,no,4.0,5 - 10,56,81,74,70.33333333333333,1
female,group E,,standard,none,sometimes,yes,1.0,> 10,73,66,71,70.0,1
male,group D,some college,free/reduced,none,regularly,yes,1.0,5 - 10,57,51,45,51.0,1
male,group C,some high school,free/reduced,completed,regularly,no,2.0,< 5,54,55,49,52.666666666666664,1
female,,high school,free/reduced,none,never,yes,4.0,> 10,50,62,64,58.666666666666664,1
male,group B,associate's degree,standard,none,regularly,no,1.0,< 5,60,41,41,47.333333333333336,0
female,group E,associate's degree,standard,none,sometimes,yes,0.0,5 - 10,62,67,65,64.66666666666667,1
female,group D,,standard,none,sometimes,no,3.0,5 - 10,64,67,69,66.66666666666667,1
male,group C,some college,standard,completed,never,yes,,< 5,46,54,46,48.666666666666664,0
male,group C,some high school,standard,completed,regularly,yes,4.0,< 5,86,76,70,77.33333333333333,1
female,group B,high school,free/reduced,completed,regularly,yes,0.0,5 - 10,32,48,51,43.666666666666664,0
male,group D,high school,free/reduced,completed,never,no,1.0,5 - 10,62,72,73,69.0,1
female,group C,associate's degree,free/reduced,none,regularly,no,7.0,5 - 10,56,74,65,65.0,1
male,group C,high school,standard,none,regularly,yes,1.0,5 - 10,63,60,52,58.333333333333336,1
female,group E,associate's degree,standard,none,sometimes,no,1.0,< 5,62,65,57,61.333333333333336,1
male,group C,some college,standard,none,sometimes,no,3.0,< 5,70,67,62,66.33333333333333,1
female,group D,some college,standard,none,regularly,no,3.0,< 5,86,88,89,87.66666666666667,1
female,group E,associate's degree,standard,none,sometimes,yes,3.0,5 - 10,76,79,77,77.33333333333333,1
male,group B,high school,standard,completed,sometimes,yes,1.0,5 - 10,94,92,89,91.66666666666667,1
male,group A,some high school,free/reduced,none,regularly,no,4.0,> 10,56,45,44,48.333333333333336,0
male,group E,associate's degree,free/reduced,none,regularly,yes,2.0,5 - 10,62,58,49,56.333333333333336,1
female,group C,some high school,free/reduced,none,regularly,,0.0,5 - 10,30,52,47,43.0,0
male,group D,high school,standard,,regularly,no,5.0,< 5,88,79,83,83.33333333333333,1
male,group C,associate's degree,free/reduced,completed,sometimes,no,2.0,5 - 10,62,61,61,61.333333333333336,1
female,group A,some college,free/reduced,none,sometimes,no,2.0,5 - 10,27,37,40,34.666666666666664,0
female,group E,some college,standard,none,regularly,no,2.0,< 5,73,78,79,76.66666666666667,1
male,group C,some high school,standard,completed,regularly,no,3.0,,65,66,69,66.66666666666667,1
male,group C,some college,standard,none,regularly,no,1.0,5 - 10,92,81,76,83.0,1
female,group B,some college,standard,completed,never,yes,1.0,< 5,67,79,76,74.0,1
male,group A,associate's degree,standard,none,never,yes,0.0,> 10,74,72,62,69.33333333333333,1
male,group B,,free/reduced,completed,sometimes,yes,1.0,5 - 10,72,68,72,70.66666666666667,1
female,group D,associate's degree,standard,none,never,yes,3.0,5 - 10,64,69,71,68.0,1
female,group C,associate's degree,standard,completed,regularly,yes,2.0,5 - 10,84,91,94,89.66666666666667,1
female,group B,high school,standard,none,regularly,yes,0.0,> 10,61,67,63,63.666666666666664,1
male,group B,some high school,standard,none,regularly,no,4.0,< 5,49,41,36,42.0,0
male,group B,bachelor's degree,standard,none,sometimes,no,2.0,5 - 10,77,61,61,66.33333333333333,1
male,group D,associate's degree,free/reduced,completed,sometimes,no,3.0,5 - 10,35,50,49,44.666666666666664,0
male,group D,bachelor's degree,free/reduced,completed,sometimes,yes,2.0,< 5,54,57,62,57.666666666666664,1
female,group C,master's degree,standard,none,never,,3.0,< 5,70,80,78,76.0,1
female,group C,bachelor's degree,standard,completed,regularly,yes,3.0,5 - 10,80,94,96,90.0,1
female,group D,bachelor's degree,free/reduced,none,regularly,yes,3.0,5 - 10,84,95,87,88.66666666666667,1
female,group C,high school,standard,completed,,no,5.0,5 - 10,58,66,75,66.33333333333333,1
male,group A,high school,standard,none,sometimes,yes,2.0,5 - 10,59,52,46,52.333333333333336,1
male,group C,master's degree,standard,completed,sometimes,yes,1.0,5 - 10,73,81,79,77.66666666666667,1
male,group C,some high school,free/reduced,completed,never,no,3.0,< 5,72,77,77,75.33333333333333,1
female,group C,some college,standard,none,sometimes,no,1.0,5 - 10,81,95,95,90.33333333333333,1
male,group D,associate's degree,standard,completed,regularly,no,2.0,< 5,68,76,77,73.66666666666667,1
male,group B,associate's degree,standard,none,sometimes,yes,5.0,5 - 10,81,74,70,75.0,1
male,group B,high school,standard,none,sometimes,yes,4.0,5 - 10,67,59,51,59.0,1
male,group C,high school,standard,none,never,yes,4.0,< 5,51,49,36,45.333333333333336,0
female,group B,,free/reduced,none,sometimes,yes,6.0,5 - 10,36,50,46,44.0,0
female,group A,some college,standard,none,regularly,yes,2.0,< 5,44,60,55,53.0,1
male,group B,some college,standard,completed,regularly,no,3.0,5 - 10,78,77,82,79.0,1
male,,some college,standard,none,sometimes,no,7.0,> 10,64,55,55,58.0,1
male,group E,master's degree,free/reduced,completed,sometimes,yes,2.0,< 5,84,73,77,78.0,1
male,group E,some college,free/reduced,none,sometimes,yes,1.0,< 5,70,71,67,69.33333333333333,1
male,group B,some high school,standard,none,sometimes,yes,2.0,< 5,77,80,73,76.66666666666667,1
male,,associate's degree,standard,completed,regularly,no,1.0,5 - 10,73,75,69,72.33333333333333,1
female,group C,some college,free/reduced,none,sometimes,yes,2.0,< 5,39,62,64,55.0,1
female,group D,high school,standard,none,sometimes,yes,3.0,5 - 10,52,68,61,60.333333333333336,1
female,group C,some high school,free/reduced,completed,sometimes,no,2.0,5 - 10,57,76,80,71.0,1
female,group C,associate's degree,standard,completed,sometimes,no,1.0,> 10,70,71,78,73.0,1
male,group B,high school,standard,completed,sometimes,yes,2.0,5 - 10,89,87,85,87.0,1
female,,some college,standard,completed,never,yes,2.0,5 - 10,84,95,97,92.0,1
female,group E,bachelor's degree,standard,completed,never,no,2.0,5 - 10,94,94,97,95.0,1
female,group D,high school,standard,completed,sometimes,yes,2.0,< 5,70,94,90,84.66666666666667,1
male,group E,high school,standard,none,sometimes,yes,1.0,< 5,76,66,61,67.66666666666667,1
female,group C,some high school,standard,none,sometimes,yes,2.0,< 5,46,40,43,43.0,0
female,group D,associate's degree,standard,completed,sometimes,no,,> 10,84,94,94,90.66666666666667,1
male,group B,high school,standard,none,sometimes,yes,1.0,< 5,66,66,59,63.666666666666664,1
female,group C,associate's degree,free/reduced,none,regularly,yes,3.0,5 - 10,54,61,63,59.333333333333336,1
male,group C,some high school,standard,none,regularly,no,4.0,< 5,56,65,65,62.0,1
female,group B,high school,standard,none,sometimes,yes,4.0,5 - 10,64,68,65,65.66666666666667,1
female,group D,some high school,standard,completed,regularly,,1.0,5 - 10,55,59,66,60.0,1
male,group B,high school,standard,completed,sometimes,no,2.0,5 - 10,83,84,84,83.66666666666667,1
male,group B,some college,free/reduced,,regularly,yes,,5 - 10,76,69,64,69.66666666666667,1
male,group D,some college,standard,none,sometimes,no,2.0,< 5,74,73,73,73.33333333333333,1
female,group A,some college,standard,none,never,yes,0.0,5 - 10,67,82,78,75.66666666666667,1
male,group D,high school,standard,completed,,yes,2.0,5 - 10,67,65,65,65.66666666666667,1
female,group C,some college,free/reduced,none,regularly,yes,2.0,5 - 10,60,76,66,67.33333333333333,1
female,,some college,standard,none,regularly,yes,3.0,5 - 10,60,62,66,62.666666666666664,1
male,group D,some high school,standard,none,regularly,yes,4.0,5 - 10,65,64,57,62.0,1
female,group A,some college,free/reduced,none,regularly,yes,1.0,5 - 10,70,77,78,75.0,1
female,group C,some college,standard,none,regularly,no,7.0,5 - 10,48,58,59,55.0,1
female,group C,bachelor's degree,free/reduced,,sometimes,yes,2.0,5 - 10,66,75,72,71.0,1
female,group D,,standard,none,sometimes,yes,3.0,5 - 10,79,85,84,82.66666666666667,1
male,group C,high school,standard,none,sometimes,yes,3.0,5 - 10,58,48,49,51.666666666666664,1
female,,high school,free/reduced,completed,regularly,no,2.0,5 - 10,79,97,93,89.66666666666667,1
female,group C,associate's degree,standard,none,sometimes,yes,6.0,5 - 10,47,61,60,56.0,1
female,group C,high school,standard,none,sometimes,no,2.0,> 10,59,59,62,60.0,1
male,group D,associate's degree,standard,completed,sometimes,yes,2.0,< 5,83,68,76,75.66666666666667,1
male,group B,bachelor's degree,free/reduced,none,sometimes,yes,5.0,5 - 10,63,78,72,71.0,1
male,group C,some college,standard,none,regularly,no,3.0,> 10,47,40,46,44.333333333333336,0
male,group C,some high school,free/reduced,none,sometimes,yes,2.0,5 - 10,78,81,67,75.33333333333333,1
male,group E,associate's degree,standard,none,never,yes,3.0,> 10,78,82,74,78.0,1
female,group E,some high school,standard,none,sometimes,yes,2.0,> 10,53,48,55,52.0,1
male,group D,some college,standard,completed,regularly,no,3.0,5 - 10,73,76,76,75.0,1
male,group E,high school,standard,none,sometimes,no,2.0,5 - 10,94,70,69,77.66666666666667,1
male,group D,,free/reduced,completed,never,yes,2.0,5 - 10,61,69,64,64.66666666666667,1
male,group B,some high school,free/reduced,none,regularly,yes,,5 - 10,53,54,49,52.0,1
female,group D,master's degree,standard,completed,sometimes,yes,0.0,5 - 10,67,85,88,80.0,1
male,group B,high school,standard,none,regularly,no,1.0,5 - 10,61,69,61,63.666666666666664,1
female,group D,some college,standard,none,sometimes,yes,3.0,< 5,91,98,98,95.66666666666667,1
female,group B,some college,free/reduced,none,regularly,yes,1.0,5 - 10,51,71,66,62.666666666666664,1
male,group B,bachelor's degree,standard,none,regularly,yes,0.0,< 5,83,64,68,71.66666666666667,1
female,group A,master's degree,free/reduced,none,sometimes,no,2.0,> 10,48,73,72,64.33333333333333,1
female,group C,master's degree,standard,none,never,no,3.0,5 - 10,86,86,88,86.66666666666667,1
male,group D,bachelor's degree,free/reduced,,regularly,yes,5.0,5 - 10,91,80,83,84.66666666666667,1
female,group E,some college,standard,completed,regularly,no,,5 - 10,90,93,100,94.33333333333333,1
male,group D,bachelor's degree,standard,none,sometimes,,2.0,> 10,88,79,82,83.0,1
male,group C,some college,standard,none,regularly,,2.0,5 - 10,85,84,83,84.0,1
male,group D,high school,standard,none,sometimes,no,5.0,5 - 10,60,48,44,50.666666666666664,1
male,group E,some college,free/reduced,none,never,yes,1.0,< 5,74,66,63,67.66666666666667,1
male,group C,some college,standard,none,sometimes,no,3.0,> 10,66,70,66,67.33333333333333,1
female,group D,some college,standard,none,regularly,yes,4.0,5 - 10,58,63,67,62.666666666666664,1
male,group D,high school,standard,none,sometimes,yes,3.0,5 - 10,74,59,54,62.333333333333336,1
male,group B,some college,standard,none,never,,0.0,< 5,44,45,43,44.0,0
male,group B,some college,standard,none,regularly,no,1.0,5 - 10,92,72,72,78.66666666666667,1
male,group C,some high school,free/reduced,none,sometimes,yes,3.0,< 5,43,51,46,46.666666666666664,0
female,group E,some college,free/reduced,completed,never,yes,4.0,5 - 10,68,78,80,75.33333333333333,1
female,group C,some college,free/reduced,completed,regularly,yes,1.0,< 5,67,85,84,78.66666666666667,1
male,group D,some high school,standard,none,sometimes,no,3.0,5 - 10,76,64,65,68.33333333333333,1
female,group B,associate's degree,standard,completed,regularly,yes,3.0,< 5,69,63,75,69.0,1
male,group C,high school,standard,none,sometimes,yes,2.0,> 10,64,58,54,58.666666666666664,1
male,group C,some college,standard,none,sometimes,no,2.0,5 - 10,79,74,70,74.33333333333333,1
female,group E,some college,standard,none,sometimes,yes,4.0,< 5,70,68,73,70.33333333333333,1
male,group C,bachelor's degree,free/reduced,none,sometimes,yes,0.0,> 10,78,65,68,70.33333333333333,1
female,group B,some college,standard,,sometimes,no,2.0,5 - 10,69,84,75,76.0,1
female,group E,master's degree,standard,none,regularly,yes,1.0,< 5,89,94,93,92.0,1
female,,high school,free/reduced,completed,regularly,yes,,5 - 10,81,88,95,88.0,1
male,group C,bachelor's degree,standard,none,regularly,yes,3.0,< 5,85,91,86,87.33333333333333,1
male,,some high school,standard,none,regularly,no,3.0,5 - 10,76,72,67,71.66666666666667,1
female,group D,bachelor's degree,standard,completed,never,no,,5 - 10,66,85,88,79.66666666666667,1
male,group D,some college,standard,none,regularly,yes,0.0,5 - 10,57,54,52,54.333333333333336,1
male,group D,high school,free/reduced,completed,sometimes,yes,2.0,5 - 10,58,55,57,56.666666666666664,1
male,group C,high school,standard,completed,regularly,yes,2.0,5 - 10,70,76,68,71.33333333333333,1
female,group B,high school,standard,none,sometimes,yes,1.0,5 - 10,43,55,50,49.333333333333336,0
female,group B,associate's degree,standard,none,regularly,no,1.0,< 5,45,48,53,48.666666666666664,0
female,group B,associate's degree,free/reduced,none,sometimes,yes,1.0,5 - 10,50,60,65,58.333333333333336,1
female,group B,associate's degree,free/reduced,none,regularly,no,1.0,5 - 10,44,56,50,50.0,0
female,group E,associate's degree,free/reduced,none,regularly,yes,3.0,< 5,53,71,67,63.666666666666664,1
female,group D,high school,standard,none,regularly,no,3.0,5 - 10,71,73,78,74.0,1
male,group D,associate's degree,free/reduced,completed,sometimes,yes,2.0,< 5,65,71,65,67.0,1
female,group C,some college,standard,,sometimes,yes,0.0,5 - 10,91,97,100,96.0,1
female,,associate's degree,standard,none,sometimes,yes,1.0,5 - 10,48,48,51,49.0,0
female,group D,some college,free/reduced,,regularly,yes,5.0,< 5,71,78,78,75.66666666666667,1
female,group E,some college,standard,none,sometimes,no,4.0,> 10,71,77,82,76.66666666666667,1
male,group D,some college,free/reduced,none,sometimes,yes,2.0,5 - 10,62,56,48,55.333333333333336,1
male,group C,associate's degree,standard,none,regularly,yes,1.0,5 - 10,75,71,74,73.33333333333333,1
male,group D,some high school,standard,none,sometimes,no,4.0,5 - 10,66,67,63,65.33333333333333,1
female,group A,bachelor's degree,standard,none,regularly,no,3.0,5 - 10,99,97,97,97.66666666666667,1
female,group B,some college,standard,completed,regularly,yes,4.0,5 - 10,63,73,76,70.66666666666667,1
female,group D,some high school,standard,none,sometimes,no,1.0,> 10,48,63,62,57.666666666666664,1
female,group A,associate's degree,standard,none,regularly,no,2.0,< 5,67,66,76,69.66666666666667,1
male,group C,associate's degree,standard,none,regularly,yes,2.0,< 5,67,64,59,63.333333333333336,1
male,group D,some high school,standard,,regularly,yes,1.0,> 10,75,64,64,67.66666666666667,1
female,group C,master's degree,free/reduced,none,regularly,yes,2.0,> 10,50,56,55,53.666666666666664,1
male,group D,high school,standard,none,regularly,yes,0.0,< 5,87,65,74,75.33333333333333,1
